"Spp","Plot.ID","Year","P1","P2","P3","P4","P5","P6","P7","P1_before","P2_before","P3_before","P4_before","P5_before","P6_before","P7_before"
SALARC,F7,2003,141,171,NA,NA,210,234,NA,139,168,NA,NA,204,231,NA
SALARC,F8,2003,141,168,NA,NA,222,NA,NA,139,164,NA,NA,216,NA,NA
SALARC,F9,2003,141,168,NA,204,210,NA,NA,139,164,NA,203,204,NA,NA
SALARC,M1,2003,154,174,NA,NA,222,231,NA,151,171,NA,NA,216,228,NA
SALARC,M10,2003,151,171,183,NA,228,NA,NA,147,168,179,NA,225,NA,NA
SALARC,M2,2003,154,171,NA,NA,228,234,NA,151,168,NA,NA,225,231,NA
SALARC,M3,2003,154,174,NA,NA,222,234,NA,151,171,NA,NA,216,231,NA
SALARC,M4,2003,154,174,NA,NA,216,NA,NA,151,171,NA,NA,213,NA,NA
SALARC,M5,2003,151,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA
SALARC,M6,2003,141,174,NA,NA,228,NA,NA,139,171,NA,NA,225,NA,NA
SALARC,M7,2003,141,168,NA,NA,213,NA,NA,139,164,NA,NA,210,NA,NA
SALARC,M8,2003,141,168,183,NA,228,NA,NA,139,164,179,NA,225,NA,NA
SALARC,M9,2003,151,174,183,NA,222,NA,NA,147,171,179,NA,216,NA,NA
DRYINT,1,2002,131,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA
DRYINT,2,2002,131,185,NA,NA,NA,NA,NA,121,179,NA,NA,NA,NA,NA
DRYINT,3,2002,131,185,NA,NA,NA,NA,NA,121,179,NA,NA,NA,NA,NA
DRYINT,4,2002,131,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA
DRYINT,5,2002,131,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA
DRYINT,6,2002,131,170,185,NA,NA,NA,NA,121,168,179,NA,NA,NA,NA
DRYINT,7,2002,131,176,185,NA,NA,NA,NA,121,173,179,NA,NA,NA,NA
DRYINT,8,2002,131,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA
DRYINT,9,2002,131,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA
DRYINT,10,2002,131,185,NA,NA,NA,NA,NA,121,179,NA,NA,NA,NA,NA
DRYINT,11,2002,131,179,185,NA,NA,NA,NA,121,176,179,NA,NA,NA,NA
DRYINT,12,2002,131,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA
DRYINT,13,2002,131,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA
DRYINT,14,2002,131,170,NA,NA,NA,NA,NA,121,168,NA,NA,NA,NA,NA
DRYINT,15,2002,131,194,NA,NA,NA,NA,NA,121,191,NA,NA,NA,NA,NA
DRYINT,16,2002,131,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA
DRYINT,17,2002,131,191,NA,NA,NA,NA,NA,121,188,NA,NA,NA,NA,NA
DRYINT,18,2002,131,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA
DRYINT,19,2002,131,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA
DRYINT,20,2002,131,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA
ERIVAG,1,2002,137,137,143,NA,NA,NA,NA,135,135,140,NA,NA,NA,NA
ERIVAG,2,2002,135,135,143,NA,NA,NA,NA,131,131,140,NA,NA,NA,NA
ERIVAG,3,2002,131,137,143,NA,NA,NA,NA,121,135,140,NA,NA,NA,NA
ERIVAG,4,2002,135,137,152,NA,NA,NA,NA,131,135,143,NA,NA,NA,NA
ERIVAG,5,2002,135,135,143,NA,NA,NA,NA,131,131,140,NA,NA,NA,NA
ERIVAG,6,2002,135,152,152,NA,NA,NA,NA,131,143,143,NA,NA,NA,NA
ERIVAG,7,2002,135,143,152,NA,NA,NA,NA,131,140,143,NA,NA,NA,NA
ERIVAG,8,2002,140,143,152,NA,NA,NA,NA,137,140,143,NA,NA,NA,NA
ERIVAG,9,2002,143,NA,165,NA,NA,NA,NA,140,NA,161,NA,NA,NA,NA
ERIVAG,10,2002,143,152,152,NA,NA,NA,NA,140,143,143,NA,NA,NA,NA
ERIVAG,11,2002,131,131,137,NA,NA,NA,NA,121,121,135,NA,NA,NA,NA
ERIVAG,12,2002,137,137,143,NA,NA,NA,NA,135,135,140,NA,NA,NA,NA
ERIVAG,13,2002,131,131,140,NA,NA,NA,NA,121,121,137,NA,NA,NA,NA
ERIVAG,14,2002,135,137,143,NA,NA,NA,NA,131,135,140,NA,NA,NA,NA
ERIVAG,15,2002,135,135,143,NA,NA,NA,NA,131,131,140,NA,NA,NA,NA
ERIVAG,16,2002,131,131,137,NA,NA,NA,NA,121,121,135,NA,NA,NA,NA
ERIVAG,17,2002,131,159,165,NA,NA,NA,NA,121,152,161,NA,NA,NA,NA
ERIVAG,18,2002,131,131,137,NA,NA,NA,NA,121,121,135,NA,NA,NA,NA
ERIVAG,19,2002,131,131,137,NA,NA,NA,NA,121,121,135,NA,NA,NA,NA
ERIVAG,20,2002,135,135,152,NA,NA,NA,NA,131,131,143,NA,NA,NA,NA
SALARC,F1,2002,152,159,NA,NA,221,NA,NA,143,155,NA,NA,203,NA,NA
SALARC,F10,2002,152,159,NA,NA,230,235,NA,143,155,NA,NA,228,233,NA
SALARC,F2,2002,152,159,NA,NA,224,NA,NA,143,155,NA,NA,221,NA,NA
SALARC,F3,2002,152,161,NA,197,235,NA,NA,143,159,NA,196,233,NA,NA
SALARC,F4,2002,152,159,NA,NA,221,NA,NA,143,155,NA,NA,203,NA,NA
SALARC,F5,2002,155,159,NA,NA,230,NA,NA,152,155,NA,NA,228,NA,NA
SALARC,F6,2002,155,161,NA,168,235,NA,NA,152,159,NA,165,233,NA,NA
SALARC,F7,2002,152,159,NA,197,221,NA,NA,143,155,NA,196,203,NA,NA
SALARC,F8,2002,152,161,NA,NA,221,NA,NA,143,159,NA,NA,203,NA,NA
SALARC,F9,2002,152,159,NA,NA,221,235,NA,143,155,NA,NA,203,233,NA
SALARC,M1,2002,152,159,NA,NA,224,235,NA,143,155,NA,NA,221,233,NA
SALARC,M10,2002,152,161,NA,NA,230,NA,NA,143,159,NA,NA,228,NA,NA
SALARC,M2,2002,152,161,NA,NA,230,NA,NA,143,159,NA,NA,228,NA,NA
SALARC,M3,2002,152,159,NA,NA,224,NA,NA,143,155,NA,NA,221,NA,NA
SALARC,M4,2002,152,159,NA,NA,221,NA,NA,143,155,NA,NA,203,NA,NA
SALARC,M5,2002,155,161,NA,NA,228,NA,NA,152,159,NA,NA,224,NA,NA
SALARC,M6,2002,155,161,NA,NA,235,NA,NA,152,159,NA,NA,233,NA,NA
SALARC,M7,2002,152,159,NA,NA,221,NA,NA,143,155,NA,NA,203,NA,NA
SALARC,M8,2002,152,159,NA,NA,221,NA,NA,143,155,NA,NA,203,NA,NA
SALARC,M9,2002,152,159,NA,NA,228,NA,NA,143,155,NA,NA,224,NA,NA
DRYINT,1,2001,156,195,199,206,NA,NA,NA,146,194,196,202,NA,NA,NA
DRYINT,2,2001,156,184,194,NA,NA,NA,NA,146,182,190,NA,NA,NA,NA
DRYINT,3,2001,156,190,194,206,NA,NA,NA,146,189,190,202,NA,NA,NA
DRYINT,4,2001,156,189,194,206,NA,NA,NA,146,188,190,202,NA,NA,NA
DRYINT,5,2001,156,178,182,202,NA,NA,NA,146,175,181,199,NA,NA,NA
DRYINT,6,2001,156,182,190,206,NA,NA,NA,146,181,189,202,NA,NA,NA
DRYINT,7,2001,156,NA,182,202,NA,NA,NA,146,NA,181,199,NA,NA,NA
DRYINT,8,2001,156,190,194,206,NA,NA,NA,146,189,190,202,NA,NA,NA
DRYINT,9,2001,156,182,190,206,NA,NA,NA,146,181,189,202,NA,NA,NA
DRYINT,10,2001,156,178,182,202,NA,NA,NA,146,175,181,199,NA,NA,NA
DRYINT,11,2001,156,184,190,202,NA,NA,NA,146,182,189,199,NA,NA,NA
DRYINT,12,2001,156,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA
DRYINT,13,2001,156,182,184,202,NA,NA,NA,146,181,182,199,NA,NA,NA
DRYINT,14,2001,156,181,184,202,NA,NA,NA,146,178,182,199,NA,NA,NA
DRYINT,15,2001,156,194,196,206,NA,NA,NA,146,190,195,202,NA,NA,NA
DRYINT,16,2001,156,194,196,206,NA,NA,NA,146,190,195,202,NA,NA,NA
DRYINT,17,2001,156,199,NA,206,NA,NA,NA,146,196,NA,202,NA,NA,NA
DRYINT,18,2001,156,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA
DRYINT,19,2001,156,184,190,202,NA,NA,NA,146,182,189,199,NA,NA,NA
DRYINT,20,2001,156,178,182,199,NA,NA,NA,146,175,181,196,NA,NA,NA
SALARC,F1,2001,163,169,190,NA,NA,NA,NA,160,167,189,NA,NA,NA,NA
SALARC,F10,2001,158,163,190,NA,NA,NA,NA,156,160,189,NA,NA,NA,NA
SALARC,F2,2001,163,172,190,NA,NA,NA,NA,160,169,189,NA,NA,NA,NA
SALARC,F3,2001,160,172,190,NA,NA,NA,NA,158,169,189,NA,NA,NA,NA
SALARC,F4,2001,158,167,190,NA,NA,NA,NA,156,163,189,NA,NA,NA,NA
SALARC,F5,2001,160,172,181,NA,NA,NA,NA,158,169,178,NA,NA,NA,NA
SALARC,F6,2001,158,172,190,195,NA,NA,NA,156,169,189,194,NA,NA,NA
SALARC,F7,2001,158,169,187,202,206,NA,NA,156,167,184,199,202,NA,NA
SALARC,F8,2001,158,163,190,NA,NA,NA,NA,156,160,189,NA,NA,NA,NA
SALARC,F9,2001,158,163,187,202,NA,NA,NA,156,160,184,199,NA,NA,NA
SALARC,M1,2001,163,172,190,NA,NA,NA,NA,160,169,189,NA,NA,NA,NA
SALARC,M10,2001,158,163,178,NA,NA,NA,NA,156,160,175,NA,NA,NA,NA
SALARC,M2,2001,163,167,181,NA,NA,NA,NA,160,163,178,NA,NA,NA,NA
SALARC,M3,2001,163,172,190,NA,NA,NA,NA,160,169,189,NA,NA,NA,NA
SALARC,M4,2001,163,169,190,NA,NA,NA,NA,160,167,189,NA,NA,NA,NA
SALARC,M5,2001,160,172,190,NA,NA,NA,NA,158,169,189,NA,NA,NA,NA
SALARC,M6,2001,158,172,181,NA,NA,NA,NA,156,169,178,NA,NA,NA,NA
SALARC,M7,2001,158,169,190,NA,NA,NA,NA,156,167,189,NA,NA,NA,NA
SALARC,M8,2001,158,163,187,NA,NA,NA,NA,156,160,184,NA,NA,NA,NA
SALARC,M9,2001,158,163,187,202,NA,NA,NA,156,160,184,199,NA,NA,NA
